,Title,LCCN,Start_Date,End_Date,Town,State,LatLong,X1880_Population
2399,The Garland City globe.,sn86091396,10/25/1917,9/6/1919,Garland,Utah,"41.7410387, -112.1616194",NA
2400,The Garland globe.,sn85058179,2/10/1906,1/24/1914,Garland,Utah,"41.7410387, -112.1616194",NA
2401,Goodwin's weekly : a thinking paper for thinking people.,2010218519,5/17/1902,6/21/1919,Salt Lake City,Utah,"40.7607793, -111.8910474",20768
2402,The Inter-mountain farmer and ranchman.,2010218500,2/11/1902,11/25/1902,Salt Lake City,Utah,"40.7607793, -111.8910474",20768
2403,The Intermountain Catholic.,sn93062856,1899-10-07,12/31/1910,Salt Lake City,Utah,"40.7607793, -111.8910474",20768
2404,Iron County news.,sn85058258,1890-12-06,1891-03-14,Cedar City,Utah,"37.6774769, -113.0618931",NA
2405,Iron County record.,sn85058259,1/9/1903,12/29/1922,Cedar City,Utah,"37.6774769, -113.0618931",NA
2406,The Lehi banner.,sn85058090,1891-06-12,12/26/1914,Lehi,Utah,"40.3916172, -111.8507662",NA
2407,The Lehi sun.,sn85058091,12/29/1915,12/28/1922,Lehi,Utah,"40.3916172, -111.8507662",NA
2408,The Logan Republican.,sn85058246,9/10/1902,12/31/1921,Logan,Utah,"41.7369803, -111.8338359",NA
2409,The Mercur miner.,sn85058273,1/6/1904,2/12/1908,Mercur,Utah,"40.3207801, -112.2121665",NA
2410,The Morning examiner.,sn85058394,1/3/1909,8/14/1910,Ogden,Utah,"41.223, -111.9738304",NA
2411,The Morning standard.,sn85058406,8/21/1910,12/25/1910,Ogden,Utah,"41.223, -111.9738304",NA
2412,The Mountaineer.,sn83021447,1859-08-27,1861-07-20,Great Salt Lake City,Utah,"40.7607793, -111.8910474",NA
2413,The Ogden standard-examiner.,sn85058393,4/5/1920,12/31/1922,Ogden,Utah,"41.223, -111.9738304",NA
2414,The Ogden standard.,sn85058396,4/28/1913,4/3/1920,Ogden City,Utah,"41.223, -111.9738304",NA
2415,The Ogden standard.,sn85058398,1/1/1909,8/15/1910,Ogden City,Utah,"41.223, -111.9738304",NA
2416,The Provo herald.,sn86091040,2/18/1909,2/23/1909,Provo City,Utah,"40.2338438, -111.6585337",NA
2417,Salt Lake evening Democrat.,sn85058117,1885-03-02,1887-05-18,Salt Lake City,Utah,"40.7607793, -111.8910474",20768
2418,The Salt Lake herald-Republican.,sn85058140,8/14/1909,12/31/1910,Salt Lake City,Utah,"40.7607793, -111.8910474",20768
2419,The Salt Lake herald.,sn85058130,1880-01-01,8/13/1909,Salt Lake City,Utah,"40.7607793, -111.8910474",20768
2420,The Salt Lake tribune.,sn83045396,1/1/1904,4/5/1914,Salt Lake City,Utah,"40.7607793, -111.8910474",20768
2421,The Spanish Fork press.,sn85058245,1895-07-12,12/29/1910,Spanish Fork,Utah,"40.114955, -111.654923",NA
2422,The St. George union.,sn85058011,1881-01-01,1882-06-01,St. George,Utah,"37.0965278, -113.5684164",NA
2423,The Sun.,sn86091025,6/4/1915,1/7/1921,Price,Utah,"39.5994095, -110.8107148",NA
2424,Truth.,sn85058310,1/7/1905,11/7/1908,Salt Lake City,Utah,"40.7607793, -111.8910474",20768
2425,The Union.,sn85058012,1882-12-12,1898-05-19,St. George,Utah,"37.0965278, -113.5684164",NA
2426,The union.,sn85058010,1878-06-14,1878-11-02,St. George,Utah,"37.0965278, -113.5684164",NA
2427,The Utah County Democrat.,sn86091039,1898-08-31,12/26/1908,Provo City,Utah,"40.2338438, -111.6585337",NA
2428,The Barre daily times.,sn91066782,5/1/1903,12/30/1922,Barre,Vermont,"44.1970055, -72.5020494",NA
2429,Barre evening enterprise.,sn98060036,1898-04-14,1898-05-18,Barre,Vermont,"44.1970055, -72.5020494",NA
2430,Barre evening telegram.,sn98060035,1898-05-19,12/31/1902,Barre,Vermont,"44.1970055, -72.5020494",NA
2431,Bellows Falls times.,sn84022549,1856-10-01,5/21/1903,Bellows Falls,Vermont,"43.133411, -72.4439772",NA
2432,Bennington banner and reformer.,sn98060016,1/1/1903,12/31/1903,Bennington,Vermont,"42.8781345, -73.1967741",NA
2433,The Bennington banner.,sn84022639,1888-01-05,1894-04-27,Bennington,Vermont,"42.8781345, -73.1967741",NA
2434,The Bennington daily banner.,sn84027703,1877-08-10,1877-08-21,Bennington,Vermont,"42.8781345, -73.1967741",NA
2435,The Bennington evening banner.,sn95066012,12/8/1903,12/30/1922,Bennington,Vermont,"42.8781345, -73.1967741",NA
2436,Bennington semi-weekly banner.,sn97067584,1894-05-01,1899-04-14,Bennington,Vermont,"42.8781345, -73.1967741",NA
2437,Bradford opinion.,sn84022553,1874-06-06,1881-05-28,Bradford,Vermont,"43.9925315, -72.1290054",NA
2438,The Brattleboro daily reformer.,sn86071593,3/3/1913,12/30/1922,Brattleboro,Vermont,"42.8509152, -72.5578678",NA
2439,The Brattleboro reformer.,sn97067589,1/4/1907,12/29/1911,Brattleboro,Vermont,"42.8509152, -72.5578678",NA
2440,Burlington free press.,sn84023127,1836-01-08,1865-12-29,Burlington,Vermont,"44.4758825, -73.212072",NA
2441,Burlington weekly free press.,sn86072143,1866-01-05,12/30/1920,Burlington,Vermont,"44.4758825, -73.212072",NA
2442,The Caledonian-record.,sn90005351,6/28/1920,12/30/1922,St. Johnsbury,Vermont,"44.4192627, -72.0151184",NA
2443,The Caledonian.,sn84023252,1837-08-08,1867-04-19,St. Johnsbury,Vermont,"44.4192627, -72.0151184",NA
2444,Cronaca sovversiva.,2012271201,6/6/1903,5/1/1919,Barre,Vermont,"44.1970055, -72.5020494",NA
2445,The daily banner.,sn98060058,1891-08-18,1891-08-18,Bennington,Vermont,"42.8781345, -73.1967741",NA
2446,The daily Green Mountain freeman.,sn84023210,1861-04-15,1863-12-31,Montpelier,Vermont,"44.2600593, -72.5753869",NA
2447,Essex County herald.,sn84023416,1873-01-11,12/21/1922,Guildhall,Vermont,"44.5422719, -71.648975",NA
2448,The evening Caledonian.,sn97067598,9/3/1918,6/26/1920,St. Johnsbury,Vermont,"44.4192627, -72.0151184",NA
2449,Green-Mountain freeman.,sn84023209,1844-01-20,1884-03-05,Montpelier,Vermont,"44.2600593, -72.5753869",NA
2450,Herald and news.,sn86082061,1888-10-04,9/29/1910,West Randolph,Vermont,"43.9247446, -72.6656948",NA
2451,The Lamoille news.,sn87091094,1877-04-18,1880-12-29,Hyde Park,Vermont,"44.5925275, -72.6148414",NA
2452,Lamoille newsdealer.,sn84023428,1860-11-30,1874-12-30,Hyde Park,Vermont,"44.5925275, -72.6148414",NA
2453,The Londonderry sifter.,sn90000523,1884-01-04,10/13/1921,South Londonderry,Vermont,"43.1927116, -72.8147184",NA
2454,The Manchester journal.,sn83025668,1861-05-28,12/28/1922,Manchester,Vermont,"43.1636875, -73.0723268",NA
2455,The Middlebury galaxy.,sn84023643,1848-01-11,1850-01-08,Middlebury,Vermont,"44.0153371, -73.16734",NA
2456,The Middlebury people's press.,sn84023647,1841-06-01,1843-11-15,Middlebury,Vermont,"44.0153371, -73.16734",NA
2457,The Middlebury register and Addison County journal.,sn98060001,1883-01-05,1885-12-25,Middlebury,Vermont,"44.0153371, -73.16734",NA
2458,The Middlebury register.,sn83025667,1850-01-15,1882-12-29,Middlebury,Vermont,"44.0153371, -73.16734",NA
2459,Middlebury register.,sn93063557,1886-01-01,12/29/1922,Middlebury,Vermont,"44.0153371, -73.16734",NA
2460,National opinion.,sn84022552,1866-01-05,1874-05-30,Bradford,Vermont,"43.9925315, -72.1290054",NA
2461,News and citizen.,sn97067613,1881-12-22,12/27/1922,Morrisville,Vermont,"44.5617189, -72.5984486",NA
2462,North American.,sn86086342,1839-04-10,1841-08-12,Swanton,Vermont,"44.9180982, -73.1242977",NA
2463,"The Northern galaxy, and Middlebury people's press.",sn84023648,1843-11-22,1844-01-31,Middlebury,Vermont,"44.0153371, -73.16734",NA
2464,The northern galaxy.,sn84023649,1844-02-07,1848-01-04,Middlebury,Vermont,"44.0153371, -73.16734",NA
2465,Orleans County monitor.,sn84022871,1872-01-08,12/27/1922,Barton,Vermont,"44.7480805, -72.176258",NA
2466,Orleans independent standard.,sn84022548,1856-01-04,1870-12-13,Irasburgh,Vermont,"44.8033816, -72.2795489",NA
2467,Le Patriote canadien.,sn90000507,1839-08-07,1840-02-05,Montre������al,Vermont,"45.5187921, -73.5670737",NA
2468,"The people's press, and Addison County Democrat.",sn84023646,1838-07-03,1841-05-25,Middlebury,Vermont,"44.0153371, -73.16734",NA
2469,"The People's press, and anti-masonic Democrat.",sn84045028,1837-09-12,1837-09-12,Middlebury,Vermont,"44.0153371, -73.16734",NA
2470,The Rutland County herald.,sn84022366,1852-11-20,1854-12-29,Rutland,Vermont,"43.6106237, -72.9726065",NA
2471,Rutland County herald.,sn84022356,1848-01-06,1850-04-04,Rutland,Vermont,"43.6106237, -72.9726065",NA
2472,The Rutland daily globe.,sn84022473,1873-05-01,1877-08-31,Rutland,Vermont,"43.6106237, -72.9726065",NA
2473,The Rutland herald.,sn84022363,1850-04-11,1852-11-04,Rutland,Vermont,"43.6106237, -72.9726065",NA
2474,Rutland herald.,sn84022355,1836-01-05,1847-12-29,Rutland,Vermont,"43.6106237, -72.9726065",NA
2475,The Rutland weekly globe.,sn84022488,1873-05-23,1876-12-15,Rutland,Vermont,"43.6106237, -72.9726065",NA
2476,Rutland weekly herald.,sn84022367,1861-01-03,1876-11-30,Rutland,Vermont,"43.6106237, -72.9726065",NA
2477,Semi-weekly Windham County reformer.,sn98069145,7/2/1901,10/18/1901,Brattleboro,Vermont,"42.8509152, -72.5578678",NA
2478,Spirit of the age.,sn84023296,1845-05-01,7/26/1913,Woodstock,Vermont,"43.6242442, -72.5185112",NA
2479,The spirit of the age.,sn84023294,1840-05-08,1843-04-28,Woodstock,Vermont,"43.6242442, -72.5185112",NA
2480,St. Johnsbury Caledonian.,sn98060189,3/10/1920,11/3/1920,St. Johnsbury,Vermont,"44.4192627, -72.0151184",NA
2481,St. Johnsbury Caledonian.,sn84023253,1867-04-26,1/29/1919,St. Johnsbury,Vermont,"44.4192627, -72.0151184",NA
2482,State journal.,sn84023199,1836-01-05,1836-11-29,Montpelier,Vermont,"44.2600593, -72.5753869",NA
2483,The united opinion.,sn85038102,1882-09-15,12/29/1922,Bradford,Vermont,"43.9925315, -72.1290054",NA
2484,Vermont daily transcript.,sn85025295,1868-05-13,1869-05-21,St. Albans,Vermont,"44.8107132, -73.0835582",NA
2485,Vermont farmer.,sn84023255,1870-12-09,1877-05-18,Newport,Vermont,"44.9364356, -72.2051022",NA
2486,The Vermont freeman.,sn84023208,1842-12-10,1842-12-10,Montpelier,Vermont,"44.2600593, -72.5753869",NA
2487,Vermont ph������nix.,sn98060050,1836-01-22,12/22/1922,Brattleboro,Vermont,"42.8509152, -72.5578678",NA
2488,Vermont telegraph.,sn83025661,1836-01-07,1843-10-04,Brandon,Vermont,"43.7981195, -73.0876119",NA
2489,The Vermont transcript.,sn84023246,1864-03-18,1868-08-14,St. Albans,Vermont,"44.8107132, -73.0835582",NA
2490,Vermont watchman and State journal.,sn84023200,1836-12-06,1883-06-06,Montpelier,Vermont,"44.2600593, -72.5753869",NA
2491,The Vermont watchman.,sn86071719,1883-06-13,12/15/1910,Montpelier,Vermont,"44.2600593, -72.5753869",NA
2492,The voice of freedom.,sn84022687,1839-01-19,1848-08-30,Montpelier,Vermont,"44.2600593, -72.5753869",NA
2493,Weekly Caledonian.,sn98060188,2/5/1919,3/3/1920,St. Johnsbury,Vermont,"44.4192627, -72.0151184",NA
2494,Windham County Democrat.,sn84022807,1837-07-21,1853-10-12,Brattleboro,Vermont,"42.8509152, -72.5578678",NA
2495,The Windham County reformer.,sn96086441,1879-05-30,1896-07-24,Battleboro,Vermont,"42.8509152, -72.5578678",NA
2496,Windham County reformer.,sn98069146,10/25/1901,12/28/1906,Brattleboro,Vermont,"42.8509152, -72.5578678",NA
2497,The Woodstock age.,sn84023295,1844-05-16,1845-04-24,Woodstock,Vermont,"43.6242442, -72.5185112",NA
2498,The Abingdon Virginian.,sn84025980,1862-10-03,1864-12-09,Abingdon,Virginia,"36.7098335, -81.9773482",NA
2499,Alexandria gazette.,sn85025007,1858-01-01,3/31/1922,Alexandria,Virginia,"38.8048355, -77.0469214",NA
2500,The Big Stone Gap post.,sn88061179,1892-12-08,12/20/1922,Big Stone Gap,Virginia,"36.8586404, -82.7832489",NA
2501,The Big Stone post.,sn87060150,1890-08-15,1892-05-06,Big Stone Gap,Virginia,"36.8586404, -82.7832489",NA
2502,Bristol news.,sn85026955,1868-08-14,1882-10-03,Bristol,Virginia,"36.595141, -82.1888089",NA
2503,Clarke courier.,sn85025371,1899-01-04,12/28/1910,Berryville,Virginia,"39.1517713, -77.9822193",NA
2504,Clinch Valley news.,sn85034357,1886-07-02,12/22/1922,Jeffersonville,Virginia,"37.1189024, -81.4988981",NA
2505,The daily dispatch.,sn84024738,1852-01-14,1884-06-29,Richmond,Virginia,"37.5407246, -77.4360481",63600
2506,Daily press.,sn83045830,1898-01-11,12/22/1910,Newport News,Virginia,"37.0870821, -76.4730122",NA
2507,The Daily state journal.,sn84024670,1871-01-02,1874-03-31,Alexandria,Virginia,"38.8048355, -77.0469214",NA
2508,The Daily times.,sn86071854,1886-10-22,1889-12-31,Richmond,Virginia,"37.5407246, -77.4360481",63600
2509,The Farmville herald.,sn94059373,1899-01-06,12/23/1910,Farmville,Virginia,"37.3020965, -78.3919401",NA
2510,The free lance.,sn87060165,1899-03-25,9/7/1911,Fredericksburg,Virginia,"38.3031837, -77.4605399",NA
2511,Highland recorder.,sn95079246,1893-01-13,12/17/1920,Monterey,Virginia,"38.4123429, -79.5806036",NA
2512,The Jewish South.,sn94051168,1893-08-25,1899-07-07,Richmond,Virginia,"37.5407246, -77.4360481",63600
2513,The Labor herald.,sn96096625,1886-03-13,1886-07-17,Richmond,Virginia,"37.5407246, -77.4360481",63600
2514,Lexington gazette.,sn84024716,1898-01-05,12/25/1912,Lexington,Virginia,"37.7840208, -79.4428157",NA
2515,The Local news.,sn85025008,1861-10-15,1862-02-10,Alexandria,Virginia,"38.8048355, -77.0469214",NA
2516,The Mathews journal.,sn95067647,5/4/1905,12/19/1912,Mathews C.H.,Virginia,"37.442676, -76.3237321",NA
2517,The native Virginian.,sn94051044,1867-11-15,1870-05-13,Orange Court House,Virginia,"38.2455467, -78.111317",NA
2518,The Norfolk post.,sn85038624,1865-06-22,1866-04-05,Norfolk,Virginia,"36.8507689, -76.2858726",21966
2519,The Norfolk Virginian.,sn85025715,1895-01-01,1898-03-19,Norfolk,Virginia,"36.8507689, -76.2858726",21966
2520,Peninsula enterprise.,sn94060041,1885-01-10,12/26/1908,Accomac,Virginia,"37.7195741, -75.6654845",NA
2521,"The Presbyterian of the South : [combining the] Southwestern Presbyterian, Central Presbyterian, Southern Presbyterian.",10021978,1/6/1909,12/27/1922,Richmond,Virginia,"37.5407246, -77.4360481",63600
2522,Richmond dispatch.,sn85038614,1884-07-01,1/25/1903,Richmond,Virginia,"37.5407246, -77.4360481",63600
2523,Richmond enquirer.,sn84024735,1835-09-29,1867-01-08,Richmond,Virginia,"37.5407246, -77.4360481",63600
2524,Richmond planet.,sn84025841,1889-11-16,12/30/1922,Richmond,Virginia,"37.5407246, -77.4360481",63600
2525,Richmond times-dispatch.,sn83045389,11/14/1914,12/31/1922,Richmond,Virginia,"37.5407246, -77.4360481",63600
2526,Richmonder Anzeiger.,sn86071815,1855-06-02,1866-09-29,Richmond,Virginia,"37.5407246, -77.4360481",63600
2527,Roanoke daily times.,sn88061182,1889-11-06,1890-05-13,Roanoke,Virginia,"37.2709704, -79.9414266",NA
2528,The Roanoke daily times.,sn95079481,1895-09-20,1897-01-27,Roanoke,Virginia,"37.2709704, -79.9414266",NA
2529,The Roanoke times.,sn86071868,1890-05-14,1895-09-19,Roanoke,Virginia,"37.2709704, -79.9414266",NA
2530,The Roanoke times.,sn95079490,1897-01-28,1898-02-23,Roanoke,Virginia,"37.2709704, -79.9414266",NA
2531,Shenandoah herald.,sn85026941,1878-01-09,12/23/1910,Woodstock,Virginia,"38.8817784, -78.5058429",NA
2532,The Soldiers' journal.,sn89038091,1864-02-17,1865-06-21,Rendezvous of Distribution,Virginia,"35.1545897, -90.0493796",NA
2533,Staunton spectator and vindicator.,sn84024720,1896-09-16,12/29/1911,Staunton,Virginia,"38.149576, -79.0716958",NA
2534,Staunton spectator.,sn84024718,1860-01-03,1896-09-09,Staunton,Virginia,"38.149576, -79.0716958",NA
2535,Stephens City star.,sn2008060934,1881-08-06,1883-07-14,Stephens City,Virginia,"39.0834398, -78.2180567",NA
2536,Tazewell Republican.,sn95079154,1897-01-07,12/19/1912,Tazewell,Virginia,"37.1148374, -81.5195548",NA
2537,The times dispatch.,sn85038615,1/27/1903,11/13/1914,Richmond,Virginia,"37.5407246, -77.4360481",63600
2538,The times.,sn85034438,1890-01-01,1/24/1903,Richmond,Virginia,"37.5407246, -77.4360481",63600
2539,Virginia citizen.,sn95079220,1/5/1900,12/23/1910,Irvington,Virginia,"37.6615258, -76.4191143",NA
2540,Virginia gazette.,sn86071985,1897-06-12,6/19/1913,Williamsburg,Virginia,"37.2707022, -76.7074571",NA
2541,Virginian-pilot.,sn86071779,1899-01-01,12/30/1900,Norfolk,Virginia,"36.8507689, -76.2858726",21966
2542,Aberdeen herald.,sn87093220,1890-10-23,6/29/1917,Aberdeen,Washington,"46.9753708, -123.8157218",NA
2543,Adams County news.,sn87093056,1898-02-02,10/17/1906,Ritzville,Washington,"47.1273723, -118.3799751",NA
2544,Cayton's monthly.,sn87093354,2/1/1921,3/1/1921,Seattle,Washington,"47.6062095, -122.3320708",NA
2545,Cayton's weekly.,sn87093353,7/14/1917,1/29/1921,Seattle,Washington,"47.6062095, -122.3320708",NA
2546,The Co-operative news.,sn88085771,10/25/1917,6/20/1918,Everett,Washington,"47.9789848, -122.2020795",NA
2547,The Colfax gazette.,sn88085460,1/5/1900,2/16/1912,Colfax,Washington,"46.8801654, -117.3643495",NA
2548,Columbia courier.,sn87093028,3/27/1903,4/21/1905,Kennewick,Washington,"46.2086683, -119.119948",NA
2549,The Colville examiner.,sn88085318,10/31/1907,12/30/1922,Colville,Washington,"48.5449971, -117.9009545",NA
2550,The Commonwealth.,sn84025731,2/4/1911,4/9/1914,Everett,Washington,"47.9789848, -122.2020795",NA
2551,The daily intelligencer.,sn83045610,1876-06-05,1881-10-01,Seattle,Washington,"47.6062095, -122.3320708",NA
2552,The Daily Republican.,sn87093449,1896-02-26,1896-03-02,Seattle,Washington,"47.6062095, -122.3320708",NA
2553,The dawn.,sn88085011,1894-08-04,1894-08-04,Ellensburg,Washington,"46.9965144, -120.5478474",NA
2554,The dawn.,2012252560,1895-01-19,1898-03-11,Ellensburg,Washington,"46.9965144, -120.5478474",NA
2555,The Ellensburg dawn.,sn88085012,1898-03-18,12/25/1913,Ellensburg,Washington,"46.9965144, -120.5478474",NA
2556,The Evening statesman.,sn88085421,5/26/1903,4/16/1910,Walla Walla,Washington,"46.0645809, -118.3430208",NA
2557,Industrial freedom.,sn88085617,1898-05-07,11/1/1901,Edison,Washington,"48.5623293, -122.4437767",NA
2558,The islander.,sn88085189,1891-03-06,1898-02-17,Friday Harbor,Washington,"48.5342662, -123.0171242",NA
2559,The Kennewick courier.,sn87093029,4/28/1905,3/27/1914,Kennewick,Washington,"46.2086683, -119.119948",NA
2560,The labor journal.,sn88085620,1/7/1909,12/29/1922,Everett,Washington,"47.9789848, -122.2020795",NA
2561,The Leavenworth echo.,sn87093039,1/29/1904,12/29/1922,Leavenworth,Washington,"47.5962326, -120.6614765",NA
2562,The Lynden tribune.,sn88085445,7/9/1908,12/28/1922,Lynden,Washington,"48.9428018, -122.4529469",NA
2563,The Mason County journal.,sn88085081,1889-05-17,4/19/1901,Shelton,Washington,"47.2150945, -123.1007066",NA
2564,The Newport miner.,sn87008085,11/9/1907,12/26/1912,Newport,Washington,"48.1796277, -117.0432583",NA
2565,Northwest enterprise.,sn88085204,1882-03-25,1886-03-13,Anacortes,Washington,"48.5126045, -122.6126718",NA
2566,The Northwest worker.,sn88085770,7/1/1915,9/27/1917,Everett,Washington,"47.9789848, -122.2020795",NA
2567,The Oroville weekly gazette.,sn88085101,1/1/1909,12/29/1922,Oroville,Washington,"48.9390509, -119.4356211",NA
2568,Pullman herald.,sn88085488,1888-11-03,12/29/1922,Pullman,Washington,"46.7297771, -117.1817377",NA
2569,The ranch.,2007252175,1894-01-20,1894-08-18,North Yakima,Washington,"46.6020711, -120.5058987",NA
2570,The ranch.,sn98047754,9/1/1902,6/1/1914,Seattle,Washington,"47.6062095, -122.3320708",NA
2571,Ranche and range.,2007252185,1897-04-08,8/21/1902,North Yakima,Washington,"46.6020711, -120.5058987",NA
2572,The reformer's dawn.,2012252554,1893-11-01,1894-01-01,Ellensburg,Washington,"46.9965144, -120.5478474",NA
2573,The Republican.,sn87093448,1896-08-22,1898-06-17,Seattle,Washington,"47.6062095, -122.3320708",NA
2574,The San Juan islander.,sn88085190,1898-02-24,6/5/1914,Friday Harbor,Washington,"48.5342662, -123.0171242",NA
2575,Seattle daily post-intelligencer.,sn83045611,1882-04-05,1889-12-09,Seattle,Washington,"47.6062095, -122.3320708",NA
2576,The Seattle post-intelligencer.,sn83045604,1888-05-11,12/31/1900,Seattle,Washington,"47.6062095, -122.3320708",NA
2577,The Seattle Republican.,sn84025811,2/23/1900,5/2/1913,Seattle,Washington,"47.6062095, -122.3320708",NA
2578,The Seattle star.,sn87093407,1899-02-27,12/30/1922,Seattle,Washington,"47.6062095, -122.3320708",NA
2579,The Spokane press.,sn88085947,11/7/1902,12/31/1910,Spokane,Washington,"47.6587802, -117.4260465",NA
2580,The Tacoma times.,sn88085187,12/21/1903,6/29/1918,Tacoma,Washington,"47.2528768, -122.4442906",NA
2581,The Vancouver independent.,sn87093109,1875-09-04,1884-03-27,Vancouver,Washington,"45.6272259, -122.6727305",NA
2582,Washington farmer.,sn98047755,6/15/1914,6/15/1914,Spokane,Washington,"47.6587802, -117.4260465",NA
2583,The Washington socialist.,sn88085769,4/16/1914,6/24/1915,Everett,Washington,"47.9789848, -122.2020795",NA
2584,Washington standard.,sn84022770,1860-11-17,9/23/1921,Olympia,Washington,"47.0378741, -122.9006951",NA
